iter	Passed	Remaining
1662	31358	25211
1663	31378	25193
1664	31396	25174
1665	31415	25155
1666	31434	25136
1667	31452	25117
1668	31471	25097
1669	31489	25078
1670	31509	25060
1671	31527	25041
1672	31545	25021
1673	31565	25003
1674	31584	24985
1675	31603	24965
1676	31621	24946
1677	31640	24927
1678	31660	24909
1679	31678	24890
1680	31698	24872
1681	31717	24853
1682	31737	24835
1683	31755	24816
1684	31775	24797
1685	31793	24778
1686	31811	24758
1687	31830	24740
1688	31849	24721
1689	31868	24702
1690	31887	24684
1691	31906	24665
1692	31926	24647
1693	31945	24628
1694	31965	24610
1695	31984	24592
1696	32003	24573
1697	32022	24554
1698	32042	24535
1699	32060	24517
1700	32079	24498
1701	32097	24478
1702	32117	24460
1703	32135	24441
1704	32154	24422
1705	32175	24404
1706	32194	24386
1707	32212	24367
1708	32231	24347
1709	32250	24329
1710	32268	24310
1711	32287	24291
1712	32306	24272
1713	32324	24252
1714	32343	24233
1715	32362	24215
1716	32380	24196
1717	32399	24177
1718	32418	24158
1719	32437	24139
1720	32455	24120
1721	32474	24101
1722	32493	24082
1723	32510	24062
1724	32529	24043
1725	32550	24025
1726	32568	24006
1727	32585	23986
1728	32605	23968
1729	32622	23948
1730	32641	23929
1731	32659	23910
1732	32678	23891
1733	32696	23871
1734	32714	23852
1735	32732	23832
1736	32749	23812
1737	32768	23793
1738	32786	23774
1739	32804	23754
1740	32822	23735
1741	32840	23716
1742	32859	23697
1743	32879	23679
1744	32897	23659
1745	32917	23641
1746	32936	23623
1747	32955	23604
1748	32973	23585
1749	32992	23566
1750	33011	23547
1751	33030	23528
1752	33049	23510
1753	33068	23491
1754	33086	23471
1755	33104	23452
1756	33123	23433
1757	33143	23415
1758	33163	23397
1759	33182	23378
1760	33203	23361
1761	33223	23343
1762	33242	23324
1763	33262	23306
1764	33281	23287
1765	33301	23269
1766	33320	23250
1767	33337	23230
1768	33356	23211
1769	33374	23192
1770	33392	23173
1771	33411	23154
1772	33429	23134
1773	33447	23115
1774	33466	23096
1775	33484	23077
1776	33503	23058
1777	33522	23039
1778	33542	23021
1779	33561	23002
1780	33580	22983
1781	33599	22965
1782	33618	22946
1783	33637	22927
1784	33655	22908
1785	33673	22888
1786	33692	22870
1787	33711	22851
1788	33729	22831
1789	33747	22812
1790	33766	22794
1791	33785	22775
1792	33804	22756
1793	33824	22737
1794	33843	22719
1795	33862	22700
1796	33881	22682
1797	33900	22663
1798	33918	22643
1799	33937	22624
1800	33955	22605
1801	33974	22586
1802	33993	22567
1803	34010	22548
1804	34028	22528
1805	34046	22508
1806	34065	22490
1807	34083	22471
1808	34102	22452
1809	34121	22433
1810	34140	22414
1811	34160	22396
1812	34178	22377
1813	34196	22358
1814	34214	22338
1815	34232	22319
1816	34251	22299
1817	34273	22283
1818	34296	22266
1819	34314	22247
1820	34333	22229
1821	34351	22209
1822	34369	22190
1823	34388	22171
1824	34405	22151
1825	34423	22132
1826	34441	22112
1827	34459	22093
1828	34477	22073
1829	34495	22054
1830	34524	22042
1831	34549	22027
1832	34577	22014
1833	34603	21999
1834	34632	21987
1835	34657	21972
1836	34676	21953
1837	34695	21934
1838	34713	21915
1839	34731	21896
1840	34750	21876
1841	34768	21857
1842	34786	21838
1843	34804	21819
1844	34823	21800
1845	34842	21781
1846	34860	21761
1847	34879	21742
1848	34897	21723
1849	34916	21704
1850	34934	21685
1851	34952	21665
1852	34970	21646
1853	34988	21627
1854	35007	21608
1855	35025	21588
1856	35043	21569
1857	35062	21550
1858	35081	21531
1859	35099	21512
1860	35118	21493
1861	35136	21474
1862	35156	21456
1863	35174	21436
1864	35193	21417
1865	35212	21399
1866	35230	21379
1867	35249	21360
1868	35268	21342
1869	35286	21323
1870	35304	21303
1871	35322	21284
1872	35341	21265
1873	35359	21245
1874	35377	21226
1875	35395	21207
1876	35414	21188
1877	35432	21168
1878	35451	21150
1879	35469	21130
1880	35488	21112
1881	35507	21093
1882	35525	21074
1883	35544	21055
1884	35563	21036
1885	35582	21017
1886	35600	20998
1887	35618	20978
1888	35637	20960
1889	35656	20941
1890	35675	20922
1891	35693	20902
1892	35711	20883
1893	35729	20864
1894	35747	20845
1895	35766	20825
1896	35785	20807
1897	35803	20787
1898	35821	20768
1899	35839	20749
1900	35858	20730
1901	35876	20711
1902	35895	20692
1903	35913	20673
1904	35932	20653
1905	35950	20634
1906	35968	20615
1907	35986	20596
1908	36005	20576
1909	36023	20557
1910	36041	20538
1911	36060	20519
1912	36077	20500
1913	36096	20481
1914	36114	20461
1915	36133	20443
1916	36153	20424
1917	36172	20405
1918	36190	20386
1919	36208	20367
1920	36227	20348
1921	36245	20329
1922	36264	20310
1923	36282	20290
1924	36301	20272
1925	36320	20253
1926	36338	20234
1927	36356	20215
1928	36375	20195
1929	36393	20176
1930	36411	20157
1931	36430	20138
1932	36448	20119
1933	36467	20100
1934	36486	20081
1935	36504	20062
1936	36523	20043
1937	36543	20025
1938	36563	20007
1939	36582	19988
1940	36600	19969
1941	36619	19950
1942	36638	19931
1943	36656	19912
1944	36675	19893
1945	36694	19874
1946	36712	19855
1947	36729	19835
1948	36748	19816
1949	36766	19797
1950	36784	19778
1951	36803	19759
1952	36821	19740
1953	36839	19720
1954	36858	19701
1955	36877	19682
1956	36895	19663
1957	36914	19644
1958	36932	19625
1959	36951	19606
1960	36969	19587
1961	36987	19568
1962	37006	19549
1963	37025	19530
1964	37043	19511
1965	37062	19492
1966	37081	19474
1967	37101	19455
1968	37121	19437
1969	37141	19419
1970	37159	19400
1971	37178	19381
1972	37197	19362
1973	37215	19343
1974	37234	19324
1975	37253	19305
1976	37272	19286
1977	37291	19267
1978	37309	19248
1979	37328	19229
1980	37347	19211
1981	37366	19192
1982	37384	19172
1983	37402	19153
1984	37420	19134
1985	37438	19115
1986	37457	19096
1987	37476	19077
1988	37495	19059
1989	37515	19040
1990	37534	19021
1991	37552	19002
1992	37571	18983
1993	37590	18965
1994	37609	18945
1995	37627	18926
1996	37645	18907
1997	37664	18888
1998	37682	18869
1999	37701	18850
2000	37720	18831
2001	37739	18813
2002	37757	18794
2003	37777	18775
2004	37796	18756
2005	37813	18737
2006	37831	18717
2007	37849	18698
2008	37868	18679
2009	37886	18660
2010	37905	18641
2011	37925	18623
2012	37945	18605
2013	37964	18586
2014	37982	18567
2015	38000	18548
2016	38019	18528
2017	38037	18510
2018	38056	18491
2019	38075	18472
2020	38094	18453
2021	38112	18434
2022	38132	18415
2023	38151	18397
2024	38169	18377
2025	38187	18358
2026	38205	18339
2027	38224	18320
2028	38244	18302
2029	38263	18283
2030	38282	18264
2031	38300	18245
2032	38319	18226
2033	38337	18207
2034	38355	18188
2035	38374	18169
2036	38393	18150
2037	38410	18131
2038	38429	18112
2039	38449	18093
2040	38468	18075
2041	38487	18056
2042	38505	18037
2043	38525	18018
2044	38543	17999
2045	38563	17981
2046	38581	17962
2047	38600	17943
2048	38619	17924
2049	38639	17905
2050	38657	17886
2051	38675	17867
2052	38693	17848
2053	38712	17829
2054	38730	17810
2055	38748	17791
2056	38766	17772
2057	38785	17753
2058	38803	17733
2059	38822	17715
2060	38841	17696
2061	38859	17677
2062	38878	17658
2063	38896	17639
2064	38914	17620
2065	38933	17601
2066	38952	17582
2067	38970	17563
2068	38988	17544
2069	39006	17524
2070	39024	17505
2071	39042	17486
2072	39061	17467
2073	39078	17447
2074	39097	17428
2075	39115	17409
2076	39136	17391
2077	39155	17373
2078	39173	17354
2079	39192	17334
2080	39211	17316
2081	39229	17296
2082	39247	17277
2083	39265	17258
2084	39284	17239
2085	39302	17220
2086	39321	17201
2087	39339	17182
2088	39358	17163
2089	39376	17144
2090	39394	17125
2091	39412	17106
2092	39430	17087
2093	39449	17068
2094	39468	17049
2095	39485	17030
2096	39504	17011
2097	39522	16992
2098	39541	16973
2099	39560	16954
2100	39579	16935
2101	39597	16916
2102	39615	16897
2103	39634	16878
2104	39653	16859
2105	39671	16840
2106	39689	16821
2107	39708	16802
2108	39726	16783
2109	39744	16764
2110	39763	16745
2111	39781	16726
2112	39800	16707
2113	39819	16688
2114	39837	16669
2115	39856	16650
2116	39875	16632
2117	39893	16612
2118	39912	16594
2119	39931	16575
2120	39949	16556
2121	39967	16537
2122	39986	16518
2123	40005	16499
2124	40023	16480
2125	40041	16461
2126	40059	16441
2127	40078	16423
2128	40097	16404
2129	40115	16385
2130	40134	16366
2131	40152	16347
2132	40171	16328
2133	40189	16309
2134	40209	16290
2135	40228	16272
2136	40246	16253
2137	40265	16234
2138	40283	16215
2139	40302	16196
2140	40321	16177
2141	40340	16158
2142	40359	16140
2143	40378	16121
2144	40396	16102
2145	40415	16083
2146	40434	16064
2147	40452	16045
2148	40470	16026
2149	40488	16007
2150	40507	15988
2151	40525	15969
2152	40543	15949
2153	40562	15931
2154	40580	15912
2155	40598	15892
2156	40616	15873
2157	40634	15854
2158	40652	15835
2159	40669	15816
2160	40688	15797
2161	40706	15777
2162	40724	15758
2163	40742	15739
2164	40760	15720
2165	40778	15701
2166	40796	15682
2167	40814	15663
2168	40832	15643
2169	40850	15624
2170	40868	15605
2171	40886	15586
2172	40906	15568
2173	40924	15548
2174	40942	15530
2175	40960	15510
2176	40979	15492
2177	40997	15472
2178	41015	15453
2179	41033	15434
2180	41051	15415
2181	41069	15396
2182	41087	15377
2183	41106	15358
2184	41126	15340
2185	41143	15320
2186	41161	15301
2187	41179	15282
2188	41198	15263
2189	41217	15244
2190	41235	15225
2191	41253	15206
2192	41272	15187
2193	41291	15168
2194	41310	15150
2195	41329	15131
2196	41347	15112
2197	41366	15093
2198	41384	15074
2199	41402	15055
2200	41421	15036
2201	41439	15017
2202	41458	14998
2203	41476	14979
2204	41495	14961
2205	41514	14942
2206	41532	14923
2207	41550	14903
2208	41568	14884
2209	41586	14865
2210	41604	14846
2211	41623	14827
2212	41641	14808
2213	41659	14789
2214	41678	14770
2215	41696	14751
2216	41714	14732
2217	41732	14713
2218	41751	14694
2219	41768	14675
2220	41787	14656
2221	41806	14637
2222	41824	14618
2223	41843	14600
2224	41862	14581
2225	41881	14562
2226	41900	14543
2227	41918	14524
2228	41938	14506
2229	41957	14487
2230	41976	14468
2231	41994	14449
2232	42012	14430
2233	42031	14411
2234	42050	14393
2235	42068	14374
2236	42087	14355
2237	42105	14336
2238	42125	14317
2239	42144	14298
2240	42163	14280
2241	42182	14261
2242	42201	14242
2243	42219	14223
2244	42237	14204
2245	42255	14185
2246	42273	14166
2247	42292	14147
2248	42310	14128
2249	42327	14109
2250	42346	14090
2251	42364	14071
2252	42383	14052
2253	42402	14033
2254	42420	14014
2255	42438	13995
2256	42457	13976
2257	42476	13958
2258	42494	13939
2259	42512	13920
2260	42531	13901
2261	42550	13882
2262	42568	13863
2263	42586	13844
2264	42605	13825
2265	42624	13806
2266	42642	13787
2267	42660	13768
2268	42678	13749
2269	42696	13730
2270	42715	13711
2271	42733	13692
2272	42752	13674
2273	42771	13655
2274	42790	13636
2275	42809	13617
2276	42829	13599
2277	42848	13580
2278	42868	13562
2279	42887	13543
2280	42906	13524
2281	42925	13505
2282	42943	13486
2283	42961	13467
2284	42980	13449
2285	42999	13430
2286	43017	13411
2287	43035	13392
2288	43054	13373
2289	43074	13354
2290	43092	13336
2291	43113	13317
2292	43132	13299
2293	43151	13280
2294	43170	13261
2295	43188	13242
2296	43207	13223
2297	43225	13204
2298	43244	13185
2299	43262	13166
2300	43280	13147
2301	43297	13128
2302	43316	13109
2303	43335	13090
2304	43354	13072
2305	43373	13053
2306	43392	13034
2307	43411	13016
2308	43431	12997
2309	43451	12978
2310	43470	12960
2311	43490	12941
2312	43509	12923
2313	43529	12904
2314	43549	12886
2315	43568	12867
2316	43586	12848
2317	43605	12829
2318	43625	12811
2319	43644	12792
2320	43664	12773
2321	43683	12755
2322	43702	12736
2323	43721	12717
2324	43740	12698
2325	43760	12680
2326	43780	12661
2327	43799	12643
2328	43819	12624
2329	43837	12605
2330	43856	12586
2331	43875	12568
2332	43894	12549
2333	43913	12530
2334	43931	12511
2335	43951	12492
2336	43970	12474
2337	43989	12455
2338	44008	12436
2339	44026	12417
2340	44045	12399
2341	44063	12379
2342	44082	12361
2343	44101	12342
2344	44121	12323
2345	44139	12304
2346	44157	12285
2347	44176	12267
2348	44201	12249
2349	44220	12231
2350	44240	12212
2351	44259	12193
2352	44279	12175
2353	44300	12157
2354	44320	12138
2355	44338	12119
2356	44357	12100
2357	44375	12081
2358	44393	12062
2359	44412	12043
2360	44440	12027
2361	44467	12011
2362	44495	11994
2363	44520	11977
2364	44556	11963
2365	44574	11944
2366	44592	11925
2367	44610	11906
2368	44629	11887
2369	44646	11868
2370	44664	11848
2371	44681	11829
2372	44700	11810
2373	44718	11791
2374	44736	11772
2375	44754	11753
2376	44772	11734
2377	44790	11715
2378	44809	11696
2379	44827	11677
2380	44846	11658
2381	44864	11639
2382	44883	11621
2383	44902	11602
2384	44920	11583
2385	44938	11564
2386	44957	11545
2387	44975	11526
2388	44994	11507
2389	45012	11488
2390	45031	11469
2391	45050	11450
2392	45069	11432
2393	45088	11413
2394	45108	11394
2395	45126	11375
2396	45145	11356
2397	45163	11338
2398	45182	11319
2399	45200	11300
2400	45218	11280
2401	45235	11261
2402	45254	11242
2403	45272	11224
2404	45290	11205
2405	45309	11186
2406	45327	11167
2407	45345	11148
2408	45364	11129
2409	45383	11110
2410	45403	11091
2411	45422	11073
2412	45440	11054
2413	45459	11035
2414	45477	11016
2415	45495	10997
2416	45514	10978
2417	45533	10959
2418	45550	10940
2419	45568	10921
2420	45587	10902
2421	45605	10883
2422	45623	10864
2423	45642	10845
2424	45660	10826
2425	45678	10807
2426	45696	10788
2427	45715	10769
2428	45733	10750
2429	45752	10732
2430	45770	10713
2431	45789	10694
2432	45809	10675
2433	45828	10656
2434	45848	10638
2435	45866	10619
2436	45886	10600
2437	45904	10581
2438	45923	10562
2439	45941	10544
2440	45960	10525
2441	45979	10506
2442	45997	10487
2443	46016	10468
2444	46035	10449
2445	46054	10431
2446	46072	10411
2447	46091	10393
2448	46112	10374
2449	46130	10355
2450	46149	10336
2451	46168	10318
2452	46186	10299
2453	46205	10280
2454	46223	10261
2455	46243	10242
2456	46261	10223
2457	46279	10204
2458	46297	10185
2459	46316	10167
2460	46334	10148
2461	46353	10129
2462	46371	10110
2463	46390	10091
2464	46408	10072
2465	46427	10053
2466	46445	10034
2467	46465	10015
2468	46482	9996
2469	46501	9977
2470	46519	9959
2471	46538	9940
2472	46557	9921
2473	46575	9902
2474	46593	9883
2475	46612	9864
2476	46630	9845
2477	46649	9826
2478	46668	9808
2479	46686	9789
2480	46705	9770
2481	46724	9751
2482	46742	9732
2483	46761	9713
2484	46779	9694
2485	46798	9675
2486	46817	9657
2487	46835	9638
2488	46855	9619
2489	46873	9600
2490	46892	9581
2491	46912	9563
2492	46930	9544
2493	46949	9525
2494	46968	9506
2495	46986	9487
2496	47005	9468
2497	47023	9449
2498	47042	9431
2499	47061	9412
2500	47079	9393
2501	47101	9375
2502	47118	9355
2503	47136	9337
2504	47155	9318
2505	47174	9299
2506	47192	9280
2507	47211	9261
2508	47229	9242
2509	47248	9223
2510	47267	9205
2511	47287	9186
2512	47306	9167
2513	47325	9148
2514	47344	9130
2515	47364	9111
2516	47382	9092
2517	47401	9073
2518	47420	9054
2519	47439	9036
2520	47458	9017
2521	47476	8998
2522	47495	8979
2523	47513	8960
2524	47533	8941
2525	47551	8922
2526	47569	8904
2527	47588	8885
2528	47607	8866
2529	47626	8847
2530	47644	8828
2531	47663	8809
2532	47682	8790
2533	47700	8772
2534	47719	8753
2535	47739	8734
2536	47758	8715
2537	47778	8697
2538	47797	8678
2539	47817	8659
2540	47836	8641
2541	47857	8622
2542	47876	8603
2543	47896	8585
2544	47915	8566
2545	47933	8547
2546	47952	8528
2547	47971	8509
2548	47989	8490
2549	48008	8472
2550	48026	8453
2551	48045	8434
2552	48063	8415
2553	48081	8396
2554	48101	8377
2555	48119	8358
2556	48138	8340
2557	48156	8321
2558	48175	8302
2559	48194	8283
2560	48213	8264
2561	48231	8245
2562	48251	8227
2563	48269	8208
2564	48286	8189
2565	48305	8170
2566	48323	8151
2567	48343	8132
2568	48362	8113
2569	48380	8094
2570	48398	8075
2571	48417	8057
2572	48436	8038
2573	48455	8019
2574	48473	8000
2575	48492	7981
2576	48511	7962
2577	48530	7944
2578	48550	7925
2579	48569	7906
2580	48588	7887
2581	48606	7868
2582	48625	7850
2583	48645	7831
2584	48663	7812
2585	48682	7793
2586	48701	7774
2587	48719	7756
2588	48737	7737
2589	48756	7718
2590	48775	7699
2591	48795	7680
2592	48814	7661
2593	48832	7643
2594	48852	7624
2595	48870	7605
2596	48888	7586
2597	48906	7567
2598	48925	7548
2599	48944	7529
2600	48963	7511
2601	48981	7492
2602	49000	7473
2603	49018	7454
2604	49038	7435
2605	49057	7416
2606	49075	7398
2607	49096	7379
2608	49114	7360
2609	49133	7341
2610	49153	7323
2611	49172	7304
2612	49191	7285
2613	49210	7266
2614	49228	7247
2615	49247	7228
2616	49265	7210
2617	49283	7191
2618	49301	7172
2619	49320	7153
2620	49339	7134
2621	49357	7115
2622	49375	7096
2623	49394	7077
2624	49412	7058
2625	49432	7040
2626	49450	7021
2627	49469	7002
2628	49487	6983
2629	49506	6964
2630	49524	6945
2631	49544	6927
2632	49562	6908
2633	49580	6889
2634	49598	6870
2635	49615	6851
2636	49633	6832
2637	49651	6813
2638	49669	6794
2639	49687	6775
2640	49705	6756
2641	49724	6737
2642	49743	6719
2643	49762	6700
2644	49780	6681
2645	49799	6662
2646	49819	6643
2647	49838	6625
2648	49856	6606
2649	49874	6587
2650	49893	6568
2651	49910	6549
2652	49928	6530
2653	49946	6511
2654	49965	6492
2655	49984	6473
2656	50003	6455
2657	50021	6436
2658	50039	6417
2659	50058	6398
2660	50077	6379
2661	50096	6360
2662	50115	6342
2663	50135	6323
2664	50155	6304
2665	50174	6285
2666	50193	6267
2667	50213	6248
2668	50232	6229
2669	50252	6210
2670	50272	6192
2671	50290	6173
2672	50310	6154
2673	50329	6135
2674	50349	6117
2675	50368	6098
2676	50387	6079
2677	50406	6060
2678	50424	6041
2679	50442	6023
2680	50462	6004
2681	50481	5985
2682	50499	5966
2683	50518	5947
2684	50537	5928
2685	50555	5910
2686	50574	5891
2687	50592	5872
2688	50610	5853
2689	50629	5834
2690	50647	5815
2691	50666	5796
2692	50685	5778
2693	50703	5759
2694	50721	5740
2695	50740	5721
2696	50759	5702
2697	50777	5683
2698	50796	5664
2699	50814	5646
2700	50832	5627
2701	50851	5608
2702	50870	5589
2703	50888	5570
2704	50906	5551
2705	50925	5532
2706	50943	5514
2707	50962	5495
2708	50981	5476
2709	50999	5457
2710	51018	5438
2711	51036	5419
2712	51054	5400
2713	51073	5382
2714	51092	5363
2715	51111	5344
2716	51130	5325
2717	51149	5306
2718	51167	5287
2719	51185	5269
2720	51204	5250
2721	51223	5231
2722	51241	5212
2723	51260	5193
2724	51279	5174
2725	51296	5156
2726	51315	5137
2727	51334	5118
2728	51352	5099
2729	51371	5080
2730	51389	5061
2731	51408	5043
2732	51427	5024
2733	51446	5005
2734	51464	4986
2735	51483	4967
2736	51502	4948
2737	51521	4930
2738	51540	4911
2739	51558	4892
2740	51577	4873
2741	51595	4854
2742	51613	4835
2743	51632	4817
2744	51651	4798
2745	51669	4779
2746	51688	4760
2747	51706	4741
2748	51727	4722
2749	51746	4704
2750	51765	4685
2751	51784	4666
2752	51803	4647
2753	51822	4629
2754	51840	4610
2755	51858	4591
2756	51876	4572
2757	51895	4553
2758	51914	4534
2759	51932	4515
2760	51950	4496
2761	51968	4478
2762	51987	4459
2763	52006	4440
2764	52024	4421
2765	52042	4402
2766	52060	4383
2767	52079	4365
2768	52098	4346
2769	52117	4327
2770	52135	4308
2771	52153	4289
2772	52171	4270
2773	52189	4251
2774	52208	4233
2775	52227	4214
2776	52245	4195
2777	52264	4176
2778	52283	4157
2779	52302	4139
2780	52320	4120
2781	52338	4101
2782	52356	4082
2783	52376	4063
2784	52394	4044
2785	52412	4025
2786	52431	4007
2787	52450	3988
2788	52468	3969
2789	52487	3950
2790	52505	3931
2791	52524	3912
2792	52542	3894
2793	52562	3875
2794	52580	3856
2795	52598	3837
2796	52616	3818
2797	52636	3800
2798	52654	3781
2799	52673	3762
2800	52691	3743
2801	52709	3724
2802	52729	3705
2803	52747	3687
2804	52767	3668
2805	52787	3649
2806	52806	3630
2807	52825	3611
2808	52843	3593
2809	52862	3574
2810	52881	3555
2811	52901	3536
2812	52920	3517
2813	52938	3499
2814	52956	3480
2815	52975	3461
2816	52993	3442
2817	53012	3423
2818	53029	3404
2819	53048	3386
2820	53068	3367
2821	53087	3348
2822	53106	3329
2823	53124	3310
2824	53142	3292
2825	53161	3273
2826	53179	3254
2827	53198	3235
2828	53218	3216
2829	53236	3197
2830	53255	3179
2831	53273	3160
2832	53292	3141
2833	53310	3122
2834	53329	3103
2835	53347	3084
2836	53366	3066
2837	53385	3047
2838	53403	3028
2839	53422	3009
2840	53440	2990
2841	53459	2972
2842	53480	2953
2843	53498	2934
2844	53517	2915
2845	53535	2896
2846	53554	2878
2847	53573	2859
2848	53592	2840
2849	53612	2821
2850	53630	2802
2851	53648	2783
2852	53666	2765
2853	53685	2746
2854	53703	2727
2855	53723	2708
2856	53742	2689
2857	53760	2671
2858	53780	2652
2859	53798	2633
2860	53816	2614
2861	53835	2595
2862	53853	2577
2863	53872	2558
2864	53891	2539
2865	53911	2520
2866	53930	2501
2867	53948	2483
2868	53967	2464
2869	53985	2445
2870	54004	2426
2871	54023	2407
2872	54041	2388
2873	54062	2370
2874	54081	2351
2875	54106	2332
2876	54125	2314
2877	54145	2295
2878	54164	2276
2879	54183	2257
2880	54203	2238
2881	54222	2220
2882	54240	2201
2883	54259	2182
2884	54277	2163
2885	54297	2144
2886	54316	2125
2887	54340	2107
2888	54372	2089
2889	54400	2070
2890	54430	2052
2891	54457	2033
2892	54478	2014
2893	54496	1996
2894	54515	1977
2895	54533	1958
2896	54551	1939
2897	54569	1920
2898	54587	1901
2899	54606	1882
2900	54624	1864
2901	54642	1845
2902	54661	1826
2903	54681	1807
2904	54699	1788
2905	54718	1769
2906	54737	1751
2907	54755	1732
2908	54774	1713
2909	54793	1694
2910	54811	1675
2911	54830	1656
2912	54849	1638
2913	54868	1619
2914	54887	1600
2915	54905	1581
2916	54924	1562
2917	54943	1543
2918	54962	1525
2919	54980	1506
2920	54999	1487
2921	55017	1468
2922	55035	1449
2923	55055	1430
2924	55073	1412
2925	55092	1393
2926	55111	1374
2927	55130	1355
2928	55148	1336
2929	55166	1317
2930	55185	1299
2931	55204	1280
2932	55222	1261
2933	55240	1242
2934	55258	1223
2935	55276	1204
2936	55296	1186
2937	55314	1167
2938	55335	1148
2939	55354	1129
2940	55374	1110
2941	55393	1092
2942	55413	1073
2943	55432	1054
2944	55450	1035
2945	55467	1016
2946	55486	997
2947	55504	979
2948	55522	960
2949	55540	941
2950	55558	922
2951	55576	903
2952	55595	884
2953	55614	866
2954	55632	847
2955	55650	828
2956	55668	809
2957	55687	790
2958	55707	771
2959	55725	753
2960	55744	734
2961	55763	715
2962	55781	696
2963	55800	677
2964	55818	658
2965	55836	640
2966	55856	621
2967	55875	602
2968	55894	583
2969	55913	564
2970	55930	545
2971	55949	527
2972	55968	508
2973	55986	489
2974	56004	470
2975	56022	451
2976	56041	432
2977	56061	414
2978	56081	395
2979	56101	376
2980	56119	357
2981	56138	338
2982	56156	320
2983	56174	301
2984	56192	282
2985	56210	263
2986	56229	244
2987	56248	225
2988	56267	207
2989	56285	188
2990	56302	169
2991	56320	150
2992	56339	131
2993	56358	112
2994	56377	94
2995	56396	75
2996	56414	56
2997	56434	37
2998	56452	18
2999	56471	0
