iter	RMSE
246	37.51595988
247	37.47680961
248	37.44213305
249	37.41446279
250	37.39178642
251	37.36177125
252	37.30854255
253	37.28356402
254	37.26742571
255	37.23008237
256	37.20259457
257	37.18022766
258	37.13633249
259	37.11195726
260	37.06564457
261	37.02153478
262	36.9432797
263	36.8829067
264	36.84361934
265	36.82388802
266	36.80112633
267	36.76220789
268	36.71985411
269	36.69465703
270	36.67054333
271	36.6264112
272	36.60675151
273	36.57558557
274	36.52284679
275	36.47878292
276	36.43604691
277	36.37389916
278	36.33254067
279	36.29561167
280	36.25373572
281	36.2266821
282	36.19682734
283	36.15544482
284	36.11061236
285	36.08399115
286	36.06271217
287	36.02414916
288	35.98386055
289	35.92952784
290	35.85984703
291	35.81180964
292	35.76746644
293	35.746312
294	35.71475033
295	35.68213067
296	35.66015937
297	35.62167522
298	35.60512824
299	35.56404019
300	35.54226514
301	35.5192473
302	35.47413336
303	35.42147699
304	35.37252311
305	35.33145178
306	35.28659968
307	35.26367969
308	35.21829211
309	35.16011301
310	35.13271135
311	35.110378
312	35.0686991
313	35.03305837
314	35.00285293
315	34.98992373
316	34.93626229
317	34.89281697
318	34.84855533
319	34.79948982
320	34.78072453
321	34.73954724
322	34.71100167
323	34.69079363
324	34.65810149
325	34.64671434
326	34.62440759
327	34.60190212
328	34.56141192
329	34.52461715
330	34.52058217
331	34.49808136
332	34.46482509
333	34.41872358
334	34.36346156
335	34.31880718
336	34.27911812
337	34.25358078
338	34.21125393
339	34.17274681
340	34.12402674
341	34.11277038
342	34.09301936
343	34.08113143
344	34.06375784
345	34.0218399
346	34.00604385
347	33.99707804
348	33.96492456
349	33.92746487
350	33.90623865
351	33.86661234
352	33.86227787
353	33.83586306
354	33.79511124
355	33.76697529
356	33.7448754
357	33.7085584
358	33.66851599
359	33.64689327
360	33.62035314
361	33.57233323
362	33.53161226
363	33.49426345
364	33.44843461
365	33.40432666
366	33.3580118
367	33.3457258
368	33.31975302
369	33.28550148
370	33.26508932
371	33.23086322
372	33.2253785
373	33.18656871
374	33.1483881
375	33.11567239
376	33.11175529
377	33.0749051
378	33.03131956
379	32.99196075
380	32.98780047
381	32.95320775
382	32.94318309
383	32.91018828
384	32.88301177
385	32.83938445
386	32.80847887
387	32.80489274
388	32.78841565
389	32.78270729
390	32.75595325
391	32.72504333
392	32.71904327
393	32.67636538
394	32.64412388
395	32.62868479
396	32.58855427
397	32.55754609
398	32.51658877
399	32.51242574
400	32.48917964
401	32.45005757
402	32.42964916
403	32.39449777
404	32.3553335
405	32.31077571
406	32.28345514
407	32.27097463
408	32.26463907
409	32.25434997
410	32.23219995
411	32.199865
412	32.17523465
413	32.15374676
414	32.11489221
415	32.08345703
416	32.0515817
417	32.01803213
418	31.97063502
419	31.94515439
420	31.90949802
421	31.90392117
422	31.8761205
423	31.83627192
424	31.80545912
425	31.77658391
426	31.7391419
427	31.72893307
428	31.69646543
429	31.66394447
430	31.62268984
431	31.57810951
432	31.54704632
433	31.52049371
434	31.47842301
435	31.44888485
436	31.42103405
437	31.38176061
438	31.34863539
439	31.32265199
440	31.30195255
441	31.25775008
442	31.20186075
443	31.17024351
444	31.13854679
445	31.1354897
446	31.12316816
447	31.08889716
448	31.08538241
449	31.06217676
450	31.03127205
451	31.00059845
452	30.98161474
453	30.97236836
454	30.94010203
455	30.90836619
456	30.90313648
457	30.87525101
458	30.84354342
459	30.81982017
460	30.78850961
461	30.75639542
462	30.75157479
463	30.70085094
464	30.66616244
465	30.65594381
466	30.63118005
467	30.61421071
468	30.59013043
469	30.56066142
470	30.54197467
471	30.5374331
472	30.51121561
473	30.47827212
474	30.45742601
475	30.42570716
476	30.40148555
477	30.38158773
478	30.35025635
479	30.3415564
480	30.31770545
481	30.28956195
482	30.26583637
483	30.22673794
484	30.19893478
485	30.17252675
486	30.14963133
487	30.11961652
488	30.09830069
489	30.06993854
490	30.03507248
491	30.01249563
492	29.98576297
493	29.96153646
494	29.94215709
495	29.91390494
496	29.91116064
497	29.88362644
498	29.87081127
499	29.83697969
500	29.816853
501	29.7951495
502	29.76577979
503	29.7492721
504	29.73077668
505	29.70684555
506	29.67879825
507	29.65722478
508	29.63143152
509	29.59335777
510	29.57356079
511	29.55411539
512	29.51835988
513	29.49167803
514	29.45683801
515	29.42790073
516	29.40725394
517	29.38331778
518	29.37054751
519	29.33515514
520	29.30175744
521	29.2751715
522	29.24559126
523	29.21313503
524	29.18895244
525	29.16936214
526	29.13575848
527	29.10496733
528	29.09045341
529	29.0615547
530	29.03968208
531	28.99143806
532	28.96284345
533	28.93444622
534	28.90558619
535	28.88804384
536	28.84714876
537	28.82387588
538	28.80145568
539	28.77947509
540	28.76515352
541	28.73403731
542	28.69228132
543	28.67106863
544	28.65021116
545	28.62633022
546	28.59558528
547	28.56676654
548	28.53857556
549	28.52286988
550	28.49236969
551	28.46752451
552	28.4419348
553	28.43028806
554	28.39013323
555	28.37114498
556	28.34779116
557	28.32904039
558	28.30415256
559	28.28669889
560	28.24239706
561	28.21970754
562	28.20305335
563	28.197581
564	28.16865779
565	28.13933396
566	28.11337885
567	28.08587834
568	28.06640551
569	28.04190476
570	28.02420518
571	28.00742361
572	27.98378577
573	27.96828483
574	27.9541283
575	27.93542651
576	27.90441705
577	27.88356082
578	27.8569829
579	27.83915049
580	27.81392913
581	27.78577221
582	27.76363395
583	27.73952716
584	27.72736134
585	27.70234647
586	27.69789802
587	27.68200903
588	27.65474913
589	27.63615022
590	27.60667056
591	27.59494753
592	27.56557496
593	27.55773472
594	27.54128353
595	27.51593447
596	27.49475628
597	27.4736159
598	27.45914743
599	27.44353984
600	27.43039398
601	27.42449098
602	27.40270138
603	27.38438069
604	27.36497608
605	27.33832517
606	27.30611178
607	27.28115449
608	27.2677514
609	27.24850846
610	27.23063113
611	27.21300021
612	27.18828558
613	27.18061433
614	27.15470061
615	27.13493361
616	27.11544736
617	27.09341111
618	27.06485368
619	27.04995899
620	27.02745416
621	26.99584977
622	26.97272138
623	26.94787545
624	26.92844612
625	26.90570409
626	26.89251218
627	26.8724738
628	26.85531249
629	26.83994115
630	26.82838814
631	26.80409449
632	26.79312451
633	26.76889196
634	26.74470881
635	26.72196277
636	26.71623314
637	26.69132288
638	26.67377361
639	26.66448095
640	26.65254715
641	26.64929755
642	26.60935397
643	26.59490508
644	26.58199553
645	26.56552874
646	26.54588609
647	26.50746867
648	26.4941076
649	26.45059204
650	26.42815215
651	26.40749321
652	26.39573117
653	26.37319286
654	26.35282882
655	26.34602624
656	26.30467538
657	26.30158903
658	26.283556
659	26.2712297
660	26.25122672
661	26.23761307
662	26.21370849
663	26.18789288
664	26.17125133
665	26.14180083
666	26.13443098
667	26.09614843
668	26.09233759
669	26.07546456
670	26.07216711
671	26.04457793
672	26.02870906
673	26.01033223
674	26.00215917
675	25.99967843
676	25.98151251
677	25.95134086
678	25.93212585
679	25.91364004
680	25.88089605
681	25.87734299
682	25.85761471
683	25.84256044
684	25.8351779
685	25.81144435
686	25.79776871
687	25.79466845
688	25.75495997
689	25.73709375
690	25.71213866
691	25.69273118
692	25.69069967
693	25.68013162
694	25.6618728
695	25.64145101
696	25.62565103
697	25.59064921
698	25.58800137
699	25.56995379
700	25.53474803
701	25.51821179
702	25.5014862
703	25.49872231
704	25.48173055
705	25.45245565
706	25.43875942
707	25.42754019
708	25.39110406
709	25.38864372
710	25.37443687
711	25.35176371
712	25.33678046
713	25.31102365
714	25.30862312
715	25.29755927
716	25.2833359
717	25.26560354
718	25.24982548
719	25.23283509
720	25.1988323
721	25.17990983
722	25.15966938
723	25.13833574
724	25.11737514
725	25.10340549
726	25.09919612
727	25.0781888
728	25.05920566
729	25.03475153
730	25.01173982
731	24.98720273
732	24.97169936
733	24.9615621
734	24.94442167
735	24.91615782
736	24.89805141
737	24.88320229
738	24.86087167
739	24.8474955
740	24.83683147
741	24.82923703
742	24.81158921
743	24.8060815
744	24.80356132
745	24.78803239
746	24.76994827
747	24.74675117
748	24.73807384
749	24.7091522
750	24.68077821
751	24.67461354
752	24.67093948
753	24.65666472
754	24.63768934
755	24.61850911
756	24.59267489
757	24.57866239
758	24.56608682
759	24.56175461
760	24.5515071
761	24.53967352
762	24.52718546
763	24.50433909
764	24.47969252
765	24.4679482
766	24.44881009
767	24.42475973
768	24.39658399
769	24.37642569
770	24.36386063
771	24.36130853
772	24.34535924
773	24.34014197
774	24.32571612
775	24.30457368
776	24.29172914
777	24.26784232
778	24.24537178
779	24.22333841
780	24.19232376
781	24.16915088
782	24.14030867
783	24.11717014
784	24.10305414
785	24.08242012
786	24.06275799
787	24.04167249
788	24.03877027
789	24.0184693
790	24.00156187
791	23.97546061
792	23.96272281
793	23.96025874
794	23.95200138
795	23.93738095
796	23.92990969
797	23.91073779
798	23.89687484
799	23.87869319
800	23.87366303
801	23.85128104
802	23.84051696
803	23.81891332
804	23.79908279
805	23.79469597
806	23.7871568
807	23.77348904
808	23.75814689
809	23.75053025
810	23.72996095
811	23.72127452
812	23.7119325
813	23.70941253
814	23.70756317
815	23.685154
816	23.6585176
817	23.63884832
818	23.630759
819	23.61064715
820	23.5919163
821	23.57580849
822	23.55731067
823	23.5372766
824	23.52302662
825	23.50799836
826	23.49015429
827	23.48148021
828	23.46101151
829	23.44966041
830	23.42654903
831	23.40869177
832	23.3950502
833	23.38089964
834	23.36558895
835	23.35104429
836	23.32860713
837	23.31441929
838	23.29702494
839	23.27078899
840	23.25281855
841	23.22549978
842	23.21069711
843	23.19132333
844	23.17990545
845	23.17686459
846	23.15878453
847	23.13865088
848	23.11901966
849	23.11763575
850	23.11305105
851	23.09973456
852	23.08177207
853	23.05679436
854	23.05236826
855	23.04140232
856	23.03868141
857	23.03000934
858	23.01794864
859	23.00315816
860	22.9937785
861	22.99243589
862	22.98079354
863	22.9784477
864	22.95653755
865	22.93922909
866	22.91795956
867	22.91660309
868	22.90765647
869	22.8955452
870	22.87489324
871	22.86431848
872	22.84840223
873	22.83590294
874	22.83010491
875	22.8118204
876	22.7903174
877	22.78104506
878	22.76676097
879	22.76482139
880	22.76083905
881	22.7570088
882	22.73873309
883	22.72456079
884	22.72327211
885	22.69934886
886	22.67660731
887	22.65713392
888	22.63512177
889	22.62699451
890	22.62571777
891	22.61387866
892	22.59759365
893	22.5895362
894	22.58813278
895	22.57057943
896	22.55013739
897	22.53798935
898	22.53132046
899	22.51601716
900	22.49627862
901	22.47844357
902	22.46443768
903	22.45284655
904	22.4419485
905	22.43500783
906	22.43355891
907	22.42727748
908	22.41092723
909	22.39682616
910	22.39404181
911	22.38021212
912	22.35914224
913	22.34261213
914	22.32602431
915	22.29938583
916	22.28277429
917	22.27090022
918	22.26965474
919	22.26252017
920	22.26126934
921	22.24154854
922	22.22719984
923	22.21146378
924	22.19041056
925	22.17961939
926	22.17132707
927	22.1699882
928	22.15215179
929	22.13571317
930	22.11961666
931	22.10926721
932	22.09443295
933	22.08668032
934	22.0702055
935	22.05052847
936	22.02550366
937	22.01202528
938	21.99185301
939	21.97629753
940	21.95833537
941	21.94028003
942	21.92136912
943	21.90304676
944	21.88621408
945	21.88258568
946	21.87065396
947	21.85047762
948	21.84934805
949	21.82761052
950	21.82416712
951	21.80126811
952	21.79152224
953	21.78910528
954	21.77247337
955	21.7556557
956	21.73717209
957	21.72046317
958	21.70538546
959	21.69691737
960	21.69321364
961	21.67412369
962	21.66182965
963	21.65195335
964	21.63704343
965	21.6349947
966	21.63326669
967	21.62053171
968	21.61073143
969	21.60502282
970	21.592227
971	21.57541407
972	21.57333904
973	21.55639743
974	21.54480137
975	21.53280071
976	21.51734406
977	21.50168876
978	21.48615754
979	21.47225579
980	21.46180787
981	21.45735393
982	21.44474966
983	21.43164794
984	21.4137769
985	21.40601649
986	21.39639621
987	21.38111461
988	21.36421508
989	21.35877981
990	21.35730682
991	21.34021226
992	21.33865812
993	21.32257632
994	21.30933253
995	21.28939011
996	21.27828129
997	21.26299298
998	21.25002156
999	21.23655216
1000	21.23447645
1001	21.21770558
1002	21.20565683
1003	21.1906746
1004	21.18963012
1005	21.17903697
1006	21.16640828
1007	21.15365497
1008	21.13888993
1009	21.12806041
1010	21.1220911
1011	21.10823949
1012	21.10724511
1013	21.09302755
1014	21.07871931
1015	21.06666765
1016	21.05125758
1017	21.03241674
1018	21.03133186
1019	21.02027248
1020	21.01829451
1021	21.00329799
1022	20.98390991
1023	20.97045942
1024	20.96289562
1025	20.94780199
1026	20.94007751
1027	20.93793615
1028	20.93689772
1029	20.92416796
1030	20.90527202
1031	20.89946579
1032	20.88807139
1033	20.86785405
1034	20.85538749
1035	20.84007155
1036	20.82438812
1037	20.81284305
1038	20.79343154
1039	20.79244365
1040	20.78508702
1041	20.78174249
1042	20.77227488
1043	20.75820164
1044	20.74448132
1045	20.72537649
1046	20.71375125
1047	20.70611711
1048	20.69176006
1049	20.6718021
1050	20.66062691
1051	20.64118988
1052	20.6324095
1053	20.62211548
1054	20.61690563
1055	20.601465
1056	20.58731947
1057	20.5805861
1058	20.57654058
1059	20.56131968
1060	20.55326993
1061	20.53518553
1062	20.52966995
1063	20.50933554
1064	20.49357828
1065	20.48393557
1066	20.48033453
1067	20.4625647
1068	20.45022612
1069	20.44912223
1070	20.43608327
1071	20.42865735
1072	20.41404749
1073	20.3953271
1074	20.39418144
1075	20.38046495
1076	20.37034692
1077	20.36237278
1078	20.35444546
1079	20.35321483
1080	20.35215254
1081	20.33630352
1082	20.32394613
1083	20.32290128
1084	20.30862691
1085	20.30766355
1086	20.28754278
1087	20.28185598
1088	20.26278597
1089	20.24535778
1090	20.2372414
1091	20.21893171
1092	20.2007946
1093	20.19134448
1094	20.19031689
1095	20.18920901
1096	20.17448975
1097	20.15538096
1098	20.14242485
1099	20.14152107
1100	20.1257224
1101	20.11038741
1102	20.09299657
1103	20.09169319
1104	20.08083842
1105	20.06738876
1106	20.04944151
1107	20.02748358
1108	20.02573607
1109	20.01471813
1110	20.00325549
1111	19.98854922
1112	19.97488432
1113	19.9610868
1114	19.95061279
1115	19.94078524
1116	19.92914531
1117	19.92823988
1118	19.91790035
1119	19.90599241
1120	19.90511477
1121	19.89319044
1122	19.89233352
1123	19.89144428
1124	19.87829535
1125	19.86634507
1126	19.86530917
1127	19.84786095
1128	19.83451841
1129	19.83361145
1130	19.82403775
1131	19.80775675
1132	19.80002837
1133	19.79914705
1134	19.78602364
1135	19.77861242
1136	19.76556363
1137	19.75183918
1138	19.74262655
1139	19.73782241
1140	19.73698833
1141	19.72199042
1142	19.70856434
1143	19.7076917
1144	19.70243579
1145	19.69318473
1146	19.68115691
1147	19.67527838
1148	19.66392274
1149	19.6499231
1150	19.64911062
1151	19.64175765
1152	19.62726337
1153	19.62369172
1154	19.61125949
1155	19.60646137
1156	19.59677621
1157	19.59592987
1158	19.59517261
1159	19.58234739
1160	19.56890545
1161	19.55545575
1162	19.5408203
1163	19.5228474
1164	19.51835996
1165	19.50844359
1166	19.50064494
1167	19.48703098
1168	19.46804904
1169	19.45893882
1170	19.45672471
1171	19.44790169
1172	19.43335454
1173	19.42331798
1174	19.41415051
1175	19.39935016
1176	19.38998875
1177	19.38923862
1178	19.37520327
1179	19.36173309
1180	19.35963141
1181	19.34645789
1182	19.33006177
1183	19.31494819
1184	19.2975788
1185	19.28922337
1186	19.27651496
1187	19.27479571
1188	19.2611877
1189	19.24860262
1190	19.24079664
1191	19.22187738
1192	19.22011533
1193	19.20595078
1194	19.20511115
1195	19.18731777
1196	19.17978245
1197	19.17900239
1198	19.16872062
1199	19.15301566
1200	19.14198249
1201	19.13043554
1202	19.11937203
1203	19.10682111
1204	19.09439413
1205	19.07590415
1206	19.06531891
1207	19.05200132
1208	19.03443859
1209	19.03167266
1210	19.03032906
1211	19.022141
1212	19.02047072
1213	19.00365035
1214	18.98516122
1215	18.96666698
1216	18.956168
1217	18.94260573
1218	18.93774798
1219	18.93641515
1220	18.92660729
1221	18.92474542
1222	18.90832442
1223	18.90010782
1224	18.88576472
1225	18.87145704
1226	18.85626666
1227	18.8450451
1228	18.84119316
1229	18.82504319
1230	18.81241884
1231	18.80687811
1232	18.79551953
1233	18.79157105
1234	18.77679398
1235	18.76681915
1236	18.75508189
1237	18.7428083
1238	18.73797762
1239	18.732252
1240	18.71453088
1241	18.70053203
1242	18.68976192
1243	18.67841744
1244	18.67424909
1245	18.67342616
1246	18.67236384
1247	18.66156091
1248	18.65306042
1249	18.63940348
1250	18.62877761
1251	18.62155717
1252	18.61067375
1253	18.59442689
1254	18.58304913
1255	18.57384151
1256	18.57309343
1257	18.56414602
1258	18.5585551
1259	18.54314666
1260	18.53145864
1261	18.51446808
1262	18.51310066
1263	18.50343523
1264	18.49443167
1265	18.47928358
1266	18.47816276
1267	18.47305566
1268	18.4573647
1269	18.44680611
1270	18.43040101
1271	18.41796423
1272	18.41477995
1273	18.40836595
1274	18.39814218
1275	18.38869429
1276	18.37773685
1277	18.37106391
1278	18.36114454
1279	18.35109684
1280	18.3504063
1281	18.33943204
1282	18.32814707
1283	18.31615702
1284	18.31466523
1285	18.30659448
1286	18.29201637
1287	18.28108098
1288	18.2776857
1289	18.27066812
1290	18.26144962
1291	18.25150734
1292	18.24091656
1293	18.23271385
1294	18.22242672
1295	18.21559208
1296	18.20467698
1297	18.1984272
1298	18.18452973
1299	18.1662953
1300	18.15499882
1301	18.15316372
1302	18.14373542
1303	18.13371175
1304	18.12195759
1305	18.11141067
1306	18.10034257
1307	18.0909128
1308	18.07350426
1309	18.06166417
1310	18.05032896
1311	18.03673936
1312	18.02552319
1313	18.01448486
1314	18.00620424
1315	18.00178202
1316	17.99153395
1317	17.98974699
1318	17.98592612
1319	17.97430713
1320	17.96375629
1321	17.9548573
1322	17.94576591
1323	17.93391303
1324	17.93263907
1325	17.92400083
1326	17.91212019
1327	17.90157009
1328	17.88836592
1329	17.87726856
1330	17.86327788
1331	17.85484723
1332	17.83928688
1333	17.82421683
1334	17.80922421
1335	17.80861228
1336	17.79815769
1337	17.78977583
1338	17.78837729
1339	17.77796078
1340	17.76742778
1341	17.75023746
1342	17.73750642
1343	17.72824586
1344	17.71908175
1345	17.71846917
1346	17.70444923
1347	17.69308096
1348	17.68017606
1349	17.67120919
1350	17.6705949
1351	17.66450578
1352	17.65760258
1353	17.64690776
1354	17.63700812
1355	17.63483427
1356	17.62260434
1357	17.6128146
1358	17.60848221
1359	17.6077632
1360	17.60709369
1361	17.59712458
1362	17.58201423
1363	17.57238558
1364	17.56100256
1365	17.54543547
1366	17.5395004
1367	17.52831153
1368	17.51765587
1369	17.50733106
1370	17.49720217
1371	17.48815109
1372	17.47775391
1373	17.47634774
1374	17.47578705
1375	17.46569365
1376	17.45515426
1377	17.44634561
1378	17.43808228
1379	17.42864226
1380	17.41637546
1381	17.40724735
1382	17.40663122
1383	17.40064176
1384	17.39675247
1385	17.38889949
1386	17.37995518
1387	17.37048759
1388	17.36162849
1389	17.35999677
1390	17.34609656
1391	17.33969793
1392	17.32492987
1393	17.3119712
1394	17.29944909
1395	17.28803643
1396	17.2719031
1397	17.27043681
1398	17.26037275
1399	17.24673555
1400	17.24331323
1401	17.23607789
1402	17.23480916
1403	17.22486896
1404	17.21456885
1405	17.20159893
1406	17.20062688
1407	17.19010921
1408	17.17920228
1409	17.16808872
1410	17.16035109
1411	17.14650084
1412	17.14092274
1413	17.13314216
1414	17.12296828
1415	17.11839919
1416	17.10846494
1417	17.100614
1418	17.09068652
1419	17.0807225
1420	17.07132075
1421	17.06336403
1422	17.06014635
1423	17.05334983
1424	17.04231706
1425	17.03005813
1426	17.02665288
1427	17.01851228
1428	17.0018627
1429	16.99306358
1430	16.9844609
1431	16.97304803
1432	16.96408727
1433	16.9526685
1434	16.9422044
1435	16.93327034
1436	16.92610484
1437	16.91727973
1438	16.90970256
1439	16.89805346
1440	16.89125765
1441	16.87719482
1442	16.87027869
1443	16.85898713
1444	16.84761013
1445	16.84223964
1446	16.83423817
1447	16.82752391
1448	16.82307893
1449	16.81339474
1450	16.8127054
1451	16.80808452
1452	16.79592428
1453	16.78701846
1454	16.77629091
1455	16.76378356
1456	16.75436934
1457	16.74856968
1458	16.74488414
1459	16.73357296
1460	16.72360075
1461	16.71806621
1462	16.7092951
1463	16.70286615
1464	16.69273727
1465	16.68166824
1466	16.67603097
1467	16.66666423
1468	16.65969467
1469	16.65165307
1470	16.64458714
1471	16.64003822
1472	16.63940561
1473	16.62728946
1474	16.62548947
1475	16.61500817
1476	16.60583782
1477	16.60480188
1478	16.59364333
1479	16.58153227
1480	16.57246371
1481	16.56494155
1482	16.55175892
1483	16.54431574
1484	16.53586379
1485	16.52524889
1486	16.51025421
1487	16.50010213
1488	16.4867586
1489	16.47442402
1490	16.46308215
1491	16.46247263
1492	16.46184291
1493	16.45397721
1494	16.44633643
1495	16.4421893
1496	16.43258006
1497	16.42821767
1498	16.42388743
1499	16.41585073
1500	16.40559867
1501	16.39511773
1502	16.38703495
1503	16.38610021
1504	16.37622237
1505	16.37153552
1506	16.36432825
1507	16.36337522
1508	16.3611744
1509	16.3502137
1510	16.34198241
1511	16.33822504
1512	16.32930327
1513	16.32048467
1514	16.31323592
1515	16.30056187
1516	16.28973752
1517	16.27525846
1518	16.2640721
1519	16.25748718
1520	16.24858562
1521	16.23811997
1522	16.23331132
1523	16.2213424
1524	16.21123668
1525	16.2035793
1526	16.19803957
1527	16.19196275
1528	16.18345889
1529	16.17734393
1530	16.16954785
1531	16.15500579
1532	16.14621552
1533	16.14569316
1534	16.1447158
1535	16.13304075
1536	16.13182131
1537	16.1204256
1538	16.11218304
1539	16.10583096
1540	16.10538357
1541	16.09559242
1542	16.09468104
1543	16.08651734
1544	16.0723135
1545	16.06750134
1546	16.05255003
1547	16.04284849
1548	16.0331978
1549	16.03214558
1550	16.03128479
1551	16.02263364
1552	16.02191906
1553	16.01175871
1554	16.0068082
1555	15.99419694
1556	15.98946558
1557	15.97847711
1558	15.96618078
1559	15.96475929
1560	15.94852496
1561	15.94011229
1562	15.93168199
1563	15.92134271
1564	15.91138934
1565	15.89922687
1566	15.8987462
1567	15.89257579
1568	15.88032917
1569	15.87338245
1570	15.87288617
1571	15.86261508
1572	15.8549488
1573	15.84472872
1574	15.84421321
1575	15.84353972
1576	15.83582144
1577	15.83496795
1578	15.82709057
1579	15.81961904
1580	15.81083912
1581	15.80182547
1582	15.80131466
1583	15.80046279
1584	15.78808943
1585	15.77773896
1586	15.76882844
1587	15.76149954
1588	15.76093986
1589	15.75245755
1590	15.74309151
1591	15.73530498
1592	15.73393666
1593	15.72378981
1594	15.71135519
1595	15.70434995
1596	15.69328082
1597	15.68556963
1598	15.67324227
1599	15.66567873
1600	15.65809637
1601	15.65030323
1602	15.64123532
1603	15.6291877
1604	15.61876035
1605	15.61299752
1606	15.6040711
1607	15.59711357
1608	15.5966454
1609	15.59006262
1610	15.58323023
1611	15.57313981
1612	15.56647796
1613	15.55925839
1614	15.55194014
1615	15.54787258
1616	15.54208613
1617	15.53412228
1618	15.52428009
1619	15.5149054
1620	15.50849428
1621	15.49858536
1622	15.49237494
1623	15.48398551
1624	15.4736126
1625	15.47177677
1626	15.4631708
1627	15.45736118
1628	15.45077694
1629	15.44473106
1630	15.43737807
1631	15.42790674
1632	15.42471855
1633	15.41446573
1634	15.40772659
1635	15.40019531
1636	15.39031742
1637	15.38467538
1638	15.3778752
1639	15.36755036
1640	15.36228625
1641	15.35746004
1642	15.34169093
1643	15.33325135
1644	15.32630213
1645	15.32045659
1646	15.31492029
1647	15.30838517
1648	15.30047518
1649	15.29197088
1650	15.28499517
1651	15.27504207
1652	15.27458732
1653	15.26969758
1654	15.26926886
1655	15.25448755
1656	15.25230178
1657	15.24343433
1658	15.23467875
1659	15.23249654
1660	15.23206766
1661	15.23078949
1662	15.21850743
1663	15.20851248
1664	15.20173891
1665	15.19250494
